ds,Room Type,OccupancyRate,Price,Bookings,Season,ExternalFactor,Academic Event
12/8/2023,Suite,0.5,150,7,Winter,0,0
12/9/2023,Single,0.58,79,4,Winter,1,0
12/9/2023,Shared,0.55,46.5,9,Winter,0,0
12/9/2023,Suite,0.55,155,4,Winter,0,0
12/10/2023,Single,0.36,68,3,Winter,0,0
12/10/2023,Shared,0.36,40.8,8,Winter,0,0
12/10/2023,Suite,0.16,116,10,Winter,0,0
12/11/2023,Single,0.27,63.5,6,Winter,0,0
12/11/2023,Shared,0.37,41.1,1,Winter,0,0
12/11/2023,Suite,0.35,135,2,Winter,0,0
12/12/2023,Single,0.23,61.5,1,Winter,0,0
12/12/2023,Shared,0.45,43.5,9,Winter,0,0
12/12/2023,Suite,0.3,130,0,Winter,0,0
12/13/2023,Single,0.25,62.5,0,Winter,0,0
12/13/2023,Shared,0.51,45.3,3,Winter,0,0
12/13/2023,Suite,0.63,163,3,Winter,0,0
12/14/2023,Single,0.58,79,2,Winter,0,0
12/14/2023,Shared,0.27,38.1,6,Winter,0,0
12/14/2023,Suite,0.5,150,5,Winter,1,0
12/15/2023,Single,0.35,67.5,7,Winter,0,0
12/15/2023,Shared,0.42,42.6,6,Winter,0,0
12/15/2023,Suite,0.23,123,5,Winter,0,0
12/16/2023,Single,0.16,58,10,Winter,0,0
12/16/2023,Shared,0.27,38.1,8,Winter,0,0
12/16/2023,Suite,0.4,140,6,Winter,0,0
12/17/2023,Single,0.7,85,9,Winter,1,0
12/17/2023,Shared,0.43,42.9,8,Winter,0,0
12/17/2023,Suite,0.33,133,8,Winter,0,0
12/18/2023,Single,0.5,75,10,Winter,1,0
12/18/2023,Shared,0.26,37.8,0,Winter,0,0
12/18/2023,Suite,0.19,119,5,Winter,0,0
12/19/2023,Single,0.47,73.5,7,Winter,0,0
12/19/2023,Shared,0.54,46.2,8,Winter,1,0
12/19/2023,Suite,0.17,117,3,Winter,0,0
12/20/2023,Single,0.2,60,7,Winter,0,0
12/20/2023,Shared,0.58,47.4,0,Winter,1,0
12/20/2023,Suite,0.59,159,4,Winter,0,0
12/21/2023,Single,0.46,73,3,Winter,0,0
12/21/2023,Shared,0.59,47.7,5,Winter,0,0
12/21/2023,Suite,0.47,147,9,Winter,0,0
12/22/2023,Single,0.54,77,8,Winter,0,0
12/22/2023,Shared,0.51,45.3,10,Winter,0,0
12/22/2023,Suite,0.2,120,8,Winter,0,0
12/23/2023,Single,0.28,64,1,Winter,0,0
12/23/2023,Shared,0.56,46.8,1,Winter,1,0
12/23/2023,Suite,0.41,141,0,Winter,0,0
12/24/2023,Single,0.24,62,3,Winter,0,0
12/24/2023,Shared,0.56,46.8,7,Winter,1,0
12/24/2023,Suite,0.38,138,0,Winter,0,0
12/25/2023,Single,0.21,60.5,9,Winter,0,0
12/25/2023,Shared,0.79,53.7,7,Winter,1,0
12/25/2023,Suite,0.27,127,6,Winter,0,0
12/26/2023,Single,0.21,60.5,10,Winter,0,0
12/26/2023,Shared,0.49,44.7,2,Winter,0,0
12/26/2023,Suite,0.51,151,8,Winter,1,0
12/27/2023,Single,0.53,76.5,2,Winter,0,0
12/27/2023,Shared,0.43,42.9,9,Winter,0,0
12/27/2023,Suite,0.5,150,7,Winter,0,0
12/28/2023,Single,0.59,79.5,7,Winter,1,0
12/28/2023,Shared,0.45,43.5,6,Winter,0,0
12/28/2023,Suite,0.41,141,9,Winter,0,0
12/29/2023,Single,0.53,76.5,4,Winter,0,0
12/29/2023,Shared,0.72,51.6,8,Winter,1,0
12/29/2023,Suite,0.25,125,3,Winter,0,0
12/30/2023,Single,0.62,81,7,Winter,0,0
12/30/2023,Shared,0.5,45,4,Winter,0,0
12/30/2023,Suite,0.42,142,8,Winter,0,0
12/31/2023,Single,0.18,59,0,Winter,0,0
12/31/2023,Shared,0.36,40.8,8,Winter,0,0
12/31/2023,Suite,0.28,128,2,Winter,0,0
1/1/2024,Single,0.18,59,8,Winter,0,0
1/1/2024,Shared,0.22,36.6,10,Winter,0,0
1/1/2024,Suite,0.69,169,7,Winter,1,0
1/2/2024,Single,0.47,73.5,7,Winter,0,0
1/2/2024,Shared,0.17,35.1,6,Winter,0,0
1/2/2024,Suite,0.48,148,0,Winter,0,0
1/3/2024,Single,0.58,79,6,Winter,1,0
1/3/2024,Shared,0.24,37.2,9,Winter,0,0
1/3/2024,Suite,0.46,146,5,Winter,0,0
1/4/2024,Single,0.61,80.5,3,Winter,1,0
1/4/2024,Shared,0.58,47.4,10,Winter,0,0
1/4/2024,Suite,0.45,145,9,Winter,0,0
1/5/2024,Single,0.49,74.5,3,Winter,0,0
1/5/2024,Shared,0.56,46.8,3,Winter,1,0
1/5/2024,Suite,0.77,177,8,Winter,1,0
1/6/2024,Single,0.62,81,5,Winter,0,0
1/6/2024,Shared,0.28,38.4,4,Winter,0,0
1/6/2024,Suite,0.62,162,0,Winter,0,0
1/7/2024,Single,0.67,83.5,4,Winter,1,0
1/7/2024,Shared,0.63,48.9,10,Winter,0,0
1/7/2024,Suite,0.34,134,1,Winter,0,0
1/8/2024,Single,0.6,80,5,Winter,0,0
1/8/2024,Shared,0.48,44.4,9,Winter,1,0
1/8/2024,Suite,0.45,145,0,Winter,0,0
1/9/2024,Single,0.19,59.5,2,Winter,0,0
1/9/2024,Shared,0.59,47.7,2,Winter,0,0
1/9/2024,Suite,0.53,153,4,Winter,0,0
1/10/2024,Single,0.44,72,7,Winter,0,0
1/10/2024,Shared,0.55,46.5,7,Winter,0,0
1/10/2024,Suite,0.35,135,7,Winter,0,0
1/11/2024,Single,0.64,82,0,Winter,0,0
1/11/2024,Shared,0.48,44.4,9,Winter,0,0
1/11/2024,Suite,0.17,117,7,Winter,0,0
1/12/2024,Single,0.63,81.5,6,Winter,1,0
1/12/2024,Shared,0.47,44.1,1,Winter,0,0
1/12/2024,Suite,0.59,159,4,Winter,0,0
1/13/2024,Single,0.2,60,3,Winter,0,0
1/13/2024,Shared,0.5,45,6,Winter,0,0
1/13/2024,Suite,0.48,148,7,Winter,0,0
1/14/2024,Single,0.41,70.5,5,Winter,0,0
1/14/2024,Shared,0.66,49.8,2,Winter,1,0
1/14/2024,Suite,0.52,152,2,Winter,0,0
1/15/2024,Single,0.36,68,10,Winter,0,0
1/15/2024,Shared,0.63,48.9,3,Winter,0,1
1/15/2024,Suite,0.58,158,8,Winter,0,1
1/16/2024,Single,0.57,78.5,8,Winter,0,1
1/16/2024,Shared,0.17,35.1,8,Winter,0,0
1/16/2024,Suite,0.35,135,6,Winter,0,0
1/17/2024,Single,0.65,82.5,9,Winter,0,1
1/17/2024,Shared,0.53,45.9,0,Winter,0,1
1/17/2024,Suite,0.72,172,5,Winter,0,1
1/18/2024,Single,0.61,80.5,3,Winter,1,1
1/18/2024,Shared,0.48,44.4,10,Winter,0,0
1/18/2024,Suite,0.76,176,1,Winter,0,1
1/19/2024,Single,0.47,73.5,8,Winter,0,0
1/19/2024,Shared,0.5,45,1,Winter,0,1
1/19/2024,Suite,0.77,177,5,Winter,0,1
1/20/2024,Single,0.24,62,6,Winter,0,0
1/20/2024,Shared,0.62,48.6,7,Winter,1,1
1/20/2024,Suite,0.73,173,0,Winter,1,1
1/21/2024,Single,0.72,86,2,Winter,0,1
1/21/2024,Shared,0.6,48,0,Winter,1,1
1/21/2024,Suite,0.69,169,2,Winter,0,1
1/22/2024,Single,0.64,82,6,Winter,1,1
1/22/2024,Shared,0.2,36,7,Winter,0,0
1/22/2024,Suite,0.56,156,9,Winter,0,1
1/23/2024,Single,0.24,62,6,Winter,0,0
1/23/2024,Shared,0.54,46.2,0,Winter,0,1
1/23/2024,Suite,0.77,177,10,Winter,0,1
1/24/2024,Single,0.69,84.5,7,Winter,0,1
1/24/2024,Shared,0.75,52.5,7,Winter,0,1
1/24/2024,Suite,0.57,157,2,Winter,0,1
1/25/2024,Single,0.28,64,0,Winter,0,0
1/25/2024,Shared,0.64,49.2,10,Winter,0,0
1/25/2024,Suite,0.7,170,7,Winter,0,1
1/26/2024,Single,0.51,75.5,2,Winter,0,1
1/26/2024,Shared,0.29,38.7,2,Winter,0,0
1/26/2024,Suite,0.73,173,3,Winter,0,1
1/27/2024,Single,0.56,78,10,Winter,0,1
1/27/2024,Shared,0.61,48.3,0,Winter,0,1
1/27/2024,Suite,0.53,153,7,Winter,0,1
1/28/2024,Single,0.54,77,8,Winter,0,1
1/28/2024,Shared,0.72,51.6,2,Winter,0,1
1/28/2024,Suite,0.63,163,1,Winter,1,1
1/29/2024,Single,0.62,81,7,Winter,1,0
1/29/2024,Shared,0.77,53.1,10,Winter,0,1
1/29/2024,Suite,0.79,179,2,Winter,1,0
1/30/2024,Single,0.49,74.5,9,Winter,0,1
1/30/2024,Shared,0.51,45.3,6,Winter,0,1
1/30/2024,Suite,0.71,171,0,Winter,1,0
1/31/2024,Single,0.31,65.5,10,Winter,0,0
1/31/2024,Shared,0.58,47.4,8,Winter,1,1
1/31/2024,Suite,0.5,150,5,Winter,1,1
2/1/2024,Single,0.22,61,6,Winter,0,0
2/1/2024,Shared,0.59,47.7,4,Winter,0,1
2/1/2024,Suite,0.35,135,7,Winter,0,0
2/2/2024,Single,0.5,75,9,Winter,0,1
2/2/2024,Shared,0.3,39,1,Winter,0,0
2/2/2024,Suite,0.77,177,8,Winter,0,1
2/3/2024,Single,0.57,78.5,2,Winter,0,1
2/3/2024,Shared,0.78,53.4,3,Winter,0,1
2/3/2024,Suite,0.6,160,2,Winter,0,1
2/4/2024,Single,0.69,84.5,0,Winter,0,1
2/4/2024,Shared,0.53,45.9,0,Winter,1,1
2/4/2024,Suite,0.59,159,4,Winter,0,1
2/5/2024,Single,0.78,89,9,Winter,1,1
2/5/2024,Shared,0.53,45.9,0,Winter,0,1
2/5/2024,Suite,0.56,156,9,Winter,0,1
2/6/2024,Single,0.18,59,10,Winter,0,0
2/6/2024,Shared,0.69,50.7,7,Winter,0,1
2/6/2024,Suite,0.78,178,8,Winter,0,1
2/7/2024,Single,0.47,73.5,8,Winter,0,0
2/7/2024,Shared,0.55,46.5,3,Winter,0,0
2/7/2024,Suite,0.65,165,10,Winter,0,1
2/8/2024,Single,0.53,76.5,5,Winter,1,1
2/8/2024,Shared,0.61,48.3,3,Winter,0,1
2/8/2024,Suite,0.33,133,5,Winter,0,0
2/9/2024,Single,0.68,84,0,Winter,0,1
2/9/2024,Shared,0.72,51.6,8,Winter,0,1
2/9/2024,Suite,0.62,162,8,Winter,0,1
2/10/2024,Single,0.66,83,1,Winter,0,1
2/10/2024,Shared,0.69,50.7,0,Winter,0,1
2/10/2024,Suite,0.54,154,5,Winter,0,1
2/11/2024,Single,0.73,86.5,8,Winter,0,1
2/11/2024,Shared,0.46,43.8,9,Winter,0,0
2/11/2024,Suite,0.7,170,2,Winter,0,1
2/12/2024,Single,0.57,78.5,4,Winter,0,0
2/12/2024,Shared,0.65,49.5,7,Winter,1,0
2/12/2024,Suite,0.53,153,5,Winter,0,1
2/13/2024,Single,0.54,77,8,Winter,0,1
2/13/2024,Shared,0.55,46.5,5,Winter,0,1
2/13/2024,Suite,0.54,154,2,Winter,0,1
2/14/2024,Single,0.63,81.5,6,Winter,0,1
2/14/2024,Shared,0.79,53.7,9,Winter,0,1
2/14/2024,Suite,0.69,169,6,Winter,1,0
2/15/2024,Single,0.78,89,2,Winter,0,1
2/15/2024,Shared,0.6,48,1,Winter,0,1
2/15/2024,Suite,0.58,158,9,Winter,0,1
2/16/2024,Single,0.73,86.5,3,Winter,0,1
2/16/2024,Shared,0.54,46.2,9,Winter,0,0
2/16/2024,Suite,0.56,156,4,Winter,0,0
2/17/2024,Single,0.74,87,7,Winter,0,1
2/17/2024,Shared,0.62,48.6,1,Winter,0,1
2/17/2024,Suite,0.68,168,0,Winter,0,1
2/18/2024,Single,0.43,71.5,5,Winter,0,0
2/18/2024,Shared,0.51,45.3,10,Winter,0,1
2/18/2024,Suite,0.79,179,6,Winter,1,1
2/19/2024,Single,0.7,85,1,Winter,0,1
2/19/2024,Shared,0.41,42.3,8,Winter,0,0
2/19/2024,Suite,0.65,165,0,Winter,0,1
2/20/2024,Single,0.52,76,5,Winter,0,1
2/20/2024,Shared,0.79,53.7,6,Winter,0,1
2/20/2024,Suite,0.52,152,2,Winter,0,1
2/21/2024,Single,0.59,79.5,2,Winter,0,0
2/21/2024,Shared,0.69,50.7,7,Winter,0,1
2/21/2024,Suite,0.61,161,8,Winter,0,0
2/22/2024,Single,0.62,81,9,Winter,0,1
2/22/2024,Shared,0.52,45.6,7,Winter,0,1
2/22/2024,Suite,0.6,160,6,Winter,0,0
2/23/2024,Single,0.77,88.5,6,Winter,0,1
2/23/2024,Shared,0.78,53.4,3,Winter,1,1
2/23/2024,Suite,0.55,155,5,Winter,0,0
2/24/2024,Single,0.68,84,10,Winter,1,1
2/24/2024,Shared,0.58,47.4,4,Winter,0,1
2/24/2024,Suite,0.55,155,6,Winter,1,0
2/25/2024,Single,0.73,86.5,10,Winter,0,1
2/25/2024,Shared,0.55,46.5,8,Winter,0,1
2/25/2024,Suite,0.65,165,3,Winter,1,1
2/26/2024,Single,0.17,58.5,7,Winter,0,0
2/26/2024,Shared,0.19,35.7,9,Winter,0,0
2/26/2024,Suite,0.5,150,9,Winter,0,1
2/27/2024,Single,0.29,64.5,3,Winter,0,0
2/27/2024,Shared,0.61,48.3,4,Winter,0,1
2/27/2024,Suite,0.19,119,10,Winter,0,0
2/28/2024,Single,0.71,85.5,8,Winter,0,1
2/28/2024,Shared,0.31,39.3,10,Winter,0,0
2/28/2024,Suite,0.32,132,6,Winter,0,0
2/29/2024,Single,0.52,76,2,Winter,0,1
2/29/2024,Shared,0.58,47.4,2,Winter,0,0
2/29/2024,Suite,0.51,151,0,Winter,0,1
3/1/2024,Single,0.8,90,9,Spring,0,0
3/1/2024,Shared,0.8,54,2,Spring,1,0
3/1/2024,Suite,1.02,202,1,Spring,0,1
3/2/2024,Single,0.77,88.5,7,Spring,0,0
3/2/2024,Shared,0.84,55.2,5,Spring,0,1
3/2/2024,Suite,0.82,182,2,Spring,0,0
3/3/2024,Single,1.04,102,0,Spring,0,1
3/3/2024,Shared,1.07,62.1,2,Spring,0,1
3/3/2024,Suite,0.36,136,7,Spring,0,0
3/4/2024,Single,1.1,105,4,Spring,0,1
3/4/2024,Shared,0.24,37.2,9,Spring,0,0
3/4/2024,Suite,0.82,182,5,Spring,1,0
3/5/2024,Single,0.73,86.5,3,Spring,0,1
3/5/2024,Shared,1,60,5,Spring,0,1
3/5/2024,Suite,0.8,180,3,Spring,0,1
3/6/2024,Single,0.65,82.5,0,Spring,0,0
3/6/2024,Shared,0.88,56.4,8,Spring,1,1
3/6/2024,Suite,1.12,212,6,Spring,0,1
3/7/2024,Single,1.02,101,10,Spring,0,1
3/7/2024,Shared,1.08,62.4,3,Spring,1,1
3/7/2024,Suite,0.93,193,5,Spring,1,0
3/8/2024,Single,1.19,109.5,9,Spring,0,1
3/8/2024,Shared,1.16,64.8,7,Spring,0,1
3/8/2024,Suite,0.85,185,6,Spring,0,0
3/9/2024,Single,1.14,107,9,Spring,0,1
3/9/2024,Shared,0.7,51,1,Spring,0,0
3/9/2024,Suite,0.87,187,8,Spring,1,0
3/10/2024,Single,0.76,88,5,Spring,0,1
3/10/2024,Shared,0.74,52.2,9,Spring,0,1
3/10/2024,Suite,0.85,185,2,Spring,0,0
3/11/2024,Single,0.73,86.5,7,Spring,0,1
3/11/2024,Shared,0.64,49.2,6,Spring,0,0
3/11/2024,Suite,1.17,217,1,Spring,1,0
3/12/2024,Single,0.62,81,5,Spring,0,0
3/12/2024,Shared,0.97,59.1,1,Spring,1,1
3/12/2024,Suite,1.06,206,3,Spring,0,1
3/13/2024,Single,0.42,71,6,Spring,0,0
3/13/2024,Shared,0.74,52.2,4,Spring,0,1
3/13/2024,Suite,0.8,180,9,Spring,0,1
3/14/2024,Single,1.06,103,3,Spring,0,1
3/14/2024,Shared,0.33,39.9,9,Spring,0,0
3/14/2024,Suite,0.86,186,5,Spring,0,1
3/15/2024,Single,0.86,93,10,Spring,0,1
3/15/2024,Shared,0.85,55.5,9,Spring,0,0
3/15/2024,Suite,0.27,127,7,Spring,0,0
3/16/2024,Single,0.79,89.5,3,Spring,0,1
3/16/2024,Shared,0.76,52.8,8,Spring,0,0
3/16/2024,Suite,0.96,196,6,Spring,0,1
3/17/2024,Single,1.15,107.5,0,Spring,0,1
3/17/2024,Shared,0.75,52.5,10,Spring,1,1
3/17/2024,Suite,0.81,181,10,Spring,0,1
3/18/2024,Single,1.07,103.5,2,Spring,0,1
3/18/2024,Shared,1.12,63.6,0,Spring,0,1
3/18/2024,Suite,0.88,188,10,Spring,0,1
3/19/2024,Single,0.83,91.5,5,Spring,0,1
3/19/2024,Shared,1.07,62.1,0,Spring,0,1
3/19/2024,Suite,0.79,179,10,Spring,1,1
3/20/2024,Single,0.39,69.5,2,Spring,0,0
3/20/2024,Shared,0.53,45.9,8,Spring,0,0
3/20/2024,Suite,0.99,199,10,Spring,0,1
3/21/2024,Single,0.84,92,6,Spring,0,1
3/21/2024,Shared,0.7,51,4,Spring,0,0
3/21/2024,Suite,1.02,202,6,Spring,0,1
3/22/2024,Single,0.83,91.5,3,Spring,0,1
3/22/2024,Shared,0.96,58.8,2,Spring,0,1
3/22/2024,Suite,0.86,186,1,Spring,0,1
3/23/2024,Single,0.76,88,4,Spring,1,0
3/23/2024,Shared,0.97,59.1,9,Spring,1,0
3/23/2024,Suite,0.68,168,1,Spring,0,0
3/24/2024,Single,0.83,91.5,1,Spring,0,1
3/24/2024,Shared,0.88,56.4,5,Spring,0,1
3/24/2024,Suite,1.03,203,9,Spring,0,1
3/25/2024,Single,1.1,105,9,Spring,0,1
3/25/2024,Shared,0.89,56.7,10,Spring,0,0
3/25/2024,Suite,0.68,168,4,Spring,0,0
3/26/2024,Single,0.86,93,7,Spring,0,0
3/26/2024,Shared,0.39,41.7,6,Spring,0,0
3/26/2024,Suite,0.98,198,1,Spring,0,1
3/27/2024,Single,0.38,69,8,Spring,0,0
3/27/2024,Shared,0.46,43.8,10,Spring,0,0
3/27/2024,Suite,0.61,161,0,Spring,0,0
3/28/2024,Single,1.18,109,5,Spring,0,1
3/28/2024,Shared,1.16,64.8,2,Spring,0,1
3/28/2024,Suite,0.28,128,1,Spring,0,0
3/29/2024,Single,1.07,103.5,0,Spring,0,1
3/29/2024,Shared,0.82,54.6,4,Spring,0,1
3/29/2024,Suite,1.04,204,7,Spring,0,1
3/30/2024,Single,1,100,9,Spring,0,1
3/30/2024,Shared,0.34,40.2,5,Spring,0,0
3/30/2024,Suite,0.66,166,5,Spring,0,0
3/31/2024,Single,0.73,86.5,9,Spring,0,1
3/31/2024,Shared,0.75,52.5,0,Spring,0,1
3/31/2024,Suite,0.81,181,4,Spring,1,0
4/1/2024,Single,0.91,95.5,1,Spring,0,1
4/1/2024,Shared,0.94,58.2,4,Spring,0,0
4/1/2024,Suite,0.93,193,6,Spring,0,1
4/2/2024,Single,0.81,90.5,2,Spring,0,0
4/2/2024,Shared,1.12,63.6,5,Spring,1,0
4/2/2024,Suite,0.49,149,1,Spring,0,0
4/3/2024,Single,0.97,98.5,10,Spring,1,1
4/3/2024,Shared,1.1,63,6,Spring,0,1
4/3/2024,Suite,1.18,218,10,Spring,1,0
4/4/2024,Single,0.82,91,9,Spring,1,0
4/4/2024,Shared,0.77,53.1,2,Spring,0,1
4/4/2024,Suite,0.91,191,6,Spring,1,1
4/5/2024,Single,0.95,97.5,5,Spring,1,1
4/5/2024,Shared,0.96,58.8,5,Spring,0,1
4/5/2024,Suite,0.57,157,6,Spring,0,0
4/6/2024,Single,0.73,86.5,6,Spring,0,1
4/6/2024,Shared,0.91,57.3,6,Spring,1,0
4/6/2024,Suite,0.83,183,7,Spring,0,0
4/7/2024,Single,0.99,99.5,6,Spring,0,1
4/7/2024,Shared,1.08,62.4,4,Spring,0,1
4/7/2024,Suite,0.46,146,1,Spring,0,0
4/8/2024,Single,0.48,74,3,Spring,0,0
4/8/2024,Shared,0.77,53.1,3,Spring,0,0
4/8/2024,Suite,0.86,186,1,Spring,0,1
4/9/2024,Single,0.45,72.5,10,Spring,0,0
4/9/2024,Shared,0.84,55.2,8,Spring,0,1
4/9/2024,Suite,1.1,210,8,Spring,0,1
4/10/2024,Single,0.74,87,6,Spring,0,1
4/10/2024,Shared,0.89,56.7,5,Spring,1,1
4/10/2024,Suite,0.4,140,1,Spring,0,0
4/11/2024,Single,1.02,101,9,Spring,1,1
4/11/2024,Shared,0.9,57,8,Spring,0,0
4/11/2024,Suite,0.89,189,2,Spring,0,1
4/12/2024,Single,0.81,90.5,8,Spring,0,0
4/12/2024,Shared,1.01,60.3,4,Spring,0,1
4/12/2024,Suite,1.19,219,1,Spring,0,1
4/13/2024,Single,1.08,104,3,Spring,0,1
4/13/2024,Shared,1.05,61.5,9,Spring,0,1
4/13/2024,Suite,0.67,167,1,Spring,0,0
4/14/2024,Single,0.81,90.5,4,Spring,0,1
4/14/2024,Shared,0.73,51.9,7,Spring,0,1
4/14/2024,Suite,0.95,195,8,Spring,1,1
4/15/2024,Single,0.75,87.5,4,Spring,0,1
4/15/2024,Shared,1,60,9,Spring,0,1
4/15/2024,Suite,1.05,205,10,Spring,0,1
4/16/2024,Single,1.01,100.5,9,Spring,0,1
4/16/2024,Shared,0.87,56.1,9,Spring,1,0
4/16/2024,Suite,0.78,178,8,Spring,0,1
4/17/2024,Single,1.06,103,7,Spring,0,1
4/17/2024,Shared,0.8,54,6,Spring,0,1
4/17/2024,Suite,0.85,185,10,Spring,0,1
4/18/2024,Single,0.76,88,5,Spring,0,1
4/18/2024,Shared,0.91,57.3,3,Spring,0,1
4/18/2024,Suite,0.91,191,8,Spring,1,1
4/19/2024,Single,1.13,106.5,8,Spring,1,1
4/19/2024,Shared,0.41,42.3,3,Spring,0,0
4/19/2024,Suite,0.77,177,1,Spring,0,1
4/20/2024,Single,0.76,88,6,Spring,0,1
4/20/2024,Shared,0.81,54.3,10,Spring,0,1
4/20/2024,Suite,0.7,170,9,Spring,0,0
4/21/2024,Single,0.95,97.5,10,Spring,0,1
4/21/2024,Shared,1.05,61.5,1,Spring,0,1
4/21/2024,Suite,0.89,189,0,Spring,0,1
4/22/2024,Single,1.07,103.5,3,Spring,0,1
4/22/2024,Shared,1.02,60.6,3,Spring,0,1
4/22/2024,Suite,0.46,146,9,Spring,0,0
4/23/2024,Single,0.36,68,3,Spring,0,0
4/23/2024,Shared,0.44,43.2,4,Spring,0,0
4/23/2024,Suite,1.16,216,4,Spring,0,1
4/24/2024,Single,0.79,89.5,4,Spring,1,0
4/24/2024,Shared,0.88,56.4,9,Spring,0,0
4/24/2024,Suite,0.82,182,2,Spring,1,1
4/25/2024,Single,0.8,90,3,Spring,0,1
4/25/2024,Shared,0.68,50.4,4,Spring,0,0
4/25/2024,Suite,0.99,199,9,Spring,0,1
4/26/2024,Single,1.19,109.5,0,Spring,1,1
4/26/2024,Shared,0.81,54.3,0,Spring,0,1
4/26/2024,Suite,0.93,193,10,Spring,0,1
4/27/2024,Single,0.98,99,0,Spring,0,1
4/27/2024,Shared,0.96,58.8,1,Spring,0,1
4/27/2024,Suite,0.84,184,9,Spring,0,1
4/28/2024,Single,0.79,89.5,9,Spring,0,1
4/28/2024,Shared,1.06,61.8,7,Spring,0,1
4/28/2024,Suite,1.02,202,5,Spring,0,1
4/29/2024,Single,0.75,87.5,0,Spring,1,1
4/29/2024,Shared,0.95,58.5,10,Spring,0,1
4/29/2024,Suite,1.13,213,3,Spring,0,1
4/30/2024,Single,0.78,89,10,Spring,0,1
4/30/2024,Shared,0.85,55.5,7,Spring,0,1
4/30/2024,Suite,0.93,193,5,Spring,0,1
5/1/2024,Single,0.81,90.5,7,Spring,0,1
5/1/2024,Shared,0.98,59.4,10,Spring,0,1
5/1/2024,Suite,0.97,197,6,Spring,0,1
5/2/2024,Single,0.82,91,1,Spring,0,1
5/2/2024,Shared,0.73,51.9,9,Spring,1,1
5/2/2024,Suite,0.79,179,5,Spring,0,1
5/3/2024,Single,0.73,86.5,10,Spring,0,1
5/3/2024,Shared,1.1,63,4,Spring,1,1
5/3/2024,Suite,0.94,194,0,Spring,1,0
5/4/2024,Single,0.92,96,8,Spring,0,1
5/4/2024,Shared,0.35,40.5,9,Spring,0,0
5/4/2024,Suite,0.77,177,1,Spring,0,0
5/5/2024,Single,1.17,108.5,9,Spring,0,1
5/5/2024,Shared,1.02,60.6,0,Spring,0,1
5/5/2024,Suite,0.84,184,8,Spring,0,1
5/6/2024,Single,1.05,102.5,0,Spring,1,1
5/6/2024,Shared,0.95,58.5,9,Spring,0,1
5/6/2024,Suite,0.82,182,6,Spring,0,1
5/7/2024,Single,0.79,89.5,4,Spring,0,1
5/7/2024,Shared,0.8,54,0,Spring,0,0
5/7/2024,Suite,1.06,206,4,Spring,1,1
5/8/2024,Single,1.14,107,4,Spring,0,1
5/8/2024,Shared,0.47,44.1,5,Spring,0,0
5/8/2024,Suite,0.79,179,7,Spring,0,1
5/9/2024,Single,0.32,66,0,Spring,0,0
5/9/2024,Shared,1.06,61.8,6,Spring,0,1
5/9/2024,Suite,1.07,207,9,Spring,0,1
5/10/2024,Single,0.69,84.5,9,Spring,0,0
5/10/2024,Shared,0.79,53.7,1,Spring,0,1
5/10/2024,Suite,0.91,191,8,Spring,0,1
5/11/2024,Single,1.08,104,6,Spring,0,1
5/11/2024,Shared,1.03,60.9,9,Spring,0,1
5/11/2024,Suite,0.93,193,7,Spring,0,1
5/12/2024,Single,0.38,69,2,Spring,0,0
5/12/2024,Shared,0.86,55.8,5,Spring,0,1
5/12/2024,Suite,0.8,180,10,Spring,0,1
5/13/2024,Single,1.02,101,7,Spring,0,1
5/13/2024,Shared,0.94,58.2,1,Spring,0,1
5/13/2024,Suite,1.05,205,1,Spring,1,0
5/14/2024,Single,0.79,89.5,5,Spring,0,1
5/14/2024,Shared,0.52,45.6,9,Spring,0,0
5/14/2024,Suite,1.08,208,7,Spring,0,1
5/15/2024,Single,1.13,106.5,2,Spring,0,1
5/15/2024,Shared,0.55,46.5,8,Spring,0,0
5/15/2024,Suite,0.31,131,1,Spring,0,0
5/16/2024,Single,0.96,98,5,Spring,0,1
5/16/2024,Shared,0.94,58.2,5,Spring,1,0
5/16/2024,Suite,0.9,190,1,Spring,1,1
5/17/2024,Single,1.17,108.5,1,Spring,0,1
5/17/2024,Shared,1.18,65.4,4,Spring,0,1
5/17/2024,Suite,1.03,203,8,Spring,0,1
5/18/2024,Single,1.16,108,1,Spring,0,1
5/18/2024,Shared,0.27,38.1,2,Spring,0,0
5/18/2024,Suite,0.54,154,8,Spring,0,0
5/19/2024,Single,0.81,90.5,0,Spring,0,1
5/19/2024,Shared,0.77,53.1,2,Spring,1,1
5/19/2024,Suite,0.76,176,6,Spring,0,1
5/20/2024,Single,0.8,90,9,Spring,0,1
5/20/2024,Shared,0.77,53.1,9,Spring,1,1
5/20/2024,Suite,0.81,181,7,Spring,0,0
5/21/2024,Single,0.5,75,7,Spring,0,0
5/21/2024,Shared,0.48,44.4,9,Spring,0,0
5/21/2024,Suite,0.6,160,4,Spring,0,0
5/22/2024,Single,0.35,67.5,0,Spring,0,0
5/22/2024,Shared,0.84,55.2,9,Spring,0,0
5/22/2024,Suite,0.35,135,4,Spring,0,0
5/23/2024,Single,0.35,67.5,4,Spring,0,0
5/23/2024,Shared,0.26,37.8,9,Spring,0,0
5/23/2024,Suite,0.69,169,3,Spring,0,0
5/24/2024,Single,0.84,92,6,Spring,0,0
5/24/2024,Shared,0.48,44.4,4,Spring,0,0
5/24/2024,Suite,0.66,166,4,Spring,0,0
5/25/2024,Single,0.89,94.5,8,Spring,0,0
